Timestamp :),Title,"First Author (Last, First) (no middle initials)",Publication Date (YYYY-MM),"Reviewer (your name, First Last i.e. Meghan Cum)","Verifier (name, good or bad)","Meets the sufficient criteria: uses mice or rats, is not a review or protocol paper, tests for social memory/recognition/discrimination",Species,Wild Rodents Used? (like literally caught from the wild),Subject Strain  (i.e. C57BL6J or Sprague-Dawley) if multiple strains were used separate them by a semi colon and if mixed state mixed i.e. 129/SvJ mixed C57BL/6J; 129/SvJ mixed Swiss black,Final Strain,Subject Type,Subject Age,Subject Sex,Subject Housing,"Social Agent: degree of familiarity (if subject is exposed to a social agent ONLY twice, each trial being 5 or less minutes, the degree of familiarity is 5 min or less, NOT the total time exposed to the social agent) ",Was odor used?,Subject Social Rank,Intertrial Interval (ITI) (time between trials),Social Agent Strain ,Social Agent Age (check all that apply),Social Agent Sex,"If female, ovariectiomized?",Social Agent Identity,Social Agent Housing,Social Agent Rank,Social Agent Type,Social Discrimination Tested? i.e. novel and familiar social agents presented at the *same time* to the subject,Additional novel social agent used at all? ,Qualities Shared w/ Subject Mouse (i.e. same age between social agents and subject) [Social Agent],Do you have questions on this paper/should Meghan look this one over? ,"If you answered yes to the previous question, what concerns/questions did you have specifically on this paper? "
4/30/2022 15:45:46,Oxytocin-MCH circuit regulates monosynaptic inputs to MCH neurons and modulates social recognition memory,"Sanathara, Nayna",2021-02,Erika Wangia,,yes,Mice,no,C57BL/6,C57BL/6,"transgenic (Cre or Flp line, KO line)",adult (week not specified),Male,"group-housed, singly-housed",10 minutes,animals always present,Does not specify,no ITI,C57BL/6,adult (week not specified),"same sex as subject, always male",,adult male,Does not specify,Does not specify,"transgenic (Cre-mouse line, KO mouse line)",yes,Yes,"Age, Sex, Strain, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
4/30/2022 16:02:51,Learning and memory enhancing activity of polyherbal formulation on streptozotocin induced memory impairment in rats via reducing mitochondria–targeted cytochrome,"Shukla, Deepa",2021-01,Erika Wangia,,yes,Rats,no,Wistar,Wistar,WT (wild type),juvenile (3-7 weeks or week not specified),Male,Does not specify,5 min exposure or less,animals always present,Does not specify,1-6 hr,Does not specify,juvenile (3-7 weeks or week not specified),Does not specify,,juvenile not specified,Does not specify,Does not specify,WT (wild type),no,No,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
5/1/2022 11:54:05,Oxytocin modulates neural processing of mitral/tufted cells in the olfactory bulb,"Sun, Changcheng",2021-02,Erika Wangia,,yes,Mice,no,C57BL/6,C57BL/6,both,"young adult (8-12 weeks), adult (12-24 weeks)",Male,Does not specify,10 minutes,animals always present,Does not specify,no ITI,C57BL/6,"young adult (8-12 weeks), adult (12-24 weeks)","same sex as subject, always male",,adult male,Does not specify,Does not specify,WT (wild type),yes,Yes,"Age, Sex, Strain","Yes, this one was tricky.",I am unsure if the OTR^fl/fl is transgenic; and if the ITI is no ITI rather than isn't specified
5/1/2022 12:02:29,Top-down acetylcholine signaling via olfactory bulb vasopressin cells contributes to social discrimination in rats,"Suyama, Hajime",2021-05,Erika Wangia,,yes,Rats,no,Wistar,Wistar,"transgenic (Cre or Flp line, KO line)",juvenile (3-7 weeks or week not specified),Male,singly-housed for more than a few hours and less than a week,5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,group-housed,Does not specify,WT (wild type),yes,Yes,Sex,"No, I feel confident, and I double-checked all my answers before submitting.",
5/1/2022 12:06:47,"Resveratrol Attenuates Learning, Memory, and Social Interaction Impairments in Rats Exposed to Arsenic","Zadeh, Zahra",2021-09,Erika Wangia,,yes,Rats,no,Wistar,Wistar,WT (wild type),adult (week not specified),Male,Does not specify,10 minutes,animals always present,Does not specify,no ITI,Does not specify,Does not specify,Does not specify,,does not specify,Does not specify,Does not specify,WT (wild type),yes,Yes,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
5/1/2022 12:19:42,Ameliorating schizophrenia-like symptoms in vasopressin deficient male Brattleboro rat by chronic antipsychotic treatment,"Török, Bibiána",2021-10,Erika Wangia,,yes,Rats,no,Brattleboro,Brattleboro,both,young adult (8-12 weeks),Male,group-housed,5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Wistar,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,Does not specify,Does not specify,WT (wild type),yes,Yes,Sex,"Yes, this one was tricky.",I am unsure if the Brattleboro alreayd come transgenic and the +/+ is the wild-type version
5/1/2022 12:34:24,Pubertal exposure to bisphenol-A affects social recognition and arginine vasopressin in the brain of male mice,"Wang, Jinshan",2021-12,Erika Wangia,,yes,Mice,no,ICR,ICR,WT (wild type),adult (12-24 weeks),Male,singly-housed,5 min exposure or less,"only odor was used (no animals present), animals always present",Does not specify,"1-5 minutes, over 5 min - less than an hour",ICR,Does not specify,"opposite sex as subject, always female",No,not specified intact female,Does not specify,Does not specify,WT (wild type),yes,Yes,"Strain, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
5/1/2022 12:46:21,Conditional ablation of vasopressin-synthesizing neurons in transgenic rats,"Watanabe, Jun",2021-10,Erika Wangia,,yes,Rats,no,Lewis,other rat,both,"adult (12-24 weeks), adult (24-40 weeks)",Male,"group-housed, singly-housed",5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Lewis,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,Does not specify,Does not specify,WT (wild type),yes,Yes,"Sex, Strain","No, I feel confident, and I double-checked all my answers before submitting.",
5/1/2022 13:02:37,AAV Delivery of shRNA Against TRPC6 in Mouse Hippocampus Impairs Cognitive Function,"Xie, Ruxin",2021-07,Erika Wangia,,yes,Mice,no,C57BL/6J,C57BL/6,WT (wild type),"juvenile (3-7 weeks or week not specified), young adult (8-12 weeks)",Male,group-housed,10 minutes,animals always present,Does not specify,not specified,Does not specify,Does not specify,Does not specify,,does not specify,Does not specify,Does not specify,WT (wild type),yes,Yes,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
5/1/2022 13:29:30,Involvement of the dopamine system in the effect of chronic social isolation during adolescence on social behaviors in male C57 mice,"Zhang, Xueni",2021-08,Erika Wangia,,yes,Mice,no,C57BL/6J,C57BL/6,WT (wild type),young adult (8-12 weeks),Male,"group-housed, singly-housed","10 minutes, 15 minutes",animals always present,Does not specify,"over 5 min - less than an hour, not specified",Does not specify,young adult (8-12 weeks),"same sex as subject, always male",,adult male,Does not specify,Does not specify,WT (wild type),yes,Yes,"Age, Sex, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
5/2/2022 9:36:51,Cognitive impairment and increased brain neurosteroids in adult rats perinatally exposed to low millimolar blood alcohol concentrations,"Barbaccia, Maria",2007-09,Erika Wangia,,yes,Rats,no,Wistar,Wistar,WT (wild type),young adult (8-12 weeks),Male,group-housed,5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,juvenile (3-7 weeks or week not specified),Does not specify,,juvenile not specified,Does not specify,Does not specify,WT (wild type),yes,Yes,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
5/2/2022 9:52:20,Multiple effects of pentyl-4-yn-VPA enantiomers: From toxicity to short-term memory enhancement,"Gotfryd, Kamil",2007-03,Erika Wangia,,yes,Rats,no,Wistar,Wistar,WT (wild type),adult (week not specified),Male,group-housed,5 min exposure or less,animals always present,Does not specify,1-6 hr,Wistar,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,group-housed,Does not specify,WT (wild type),no,Yes,"Sex, Strain, Housing History, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
5/2/2022 9:58:40,Stimulation of the metabotropic glutamate 2/3 receptor attenuates social novelty discrimination deficits induced by neonatal phencyclidine treatment,"Harich, Silke",2007-02,Erika Wangia,,yes,Rats,no,Wistar,Wistar,WT (wild type),young adult (8-12 weeks),Male,group-housed,5 min exposure or less,animals always present,Does not specify,not specified,Wistar,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,group-housed,Does not specify,WT (wild type),yes,Yes,"Sex, Strain, Housing History, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
5/2/2022 13:31:02,Autism-related behavioral abnormalities in synapsin knockout mice,"Greco, Barbara ",2013-08,Meghan Cum,,yes,Mice,no,C57BL/6j ,C57BL/6,both,"young adult (8-12 weeks), adult (24-40 weeks)",Male,group-housed,"6 minutes, 10 minutes",animals always present,Does not specify,"over 5 min - less than an hour, not specified",C57BL/6J,Does not specify,"same sex as subject, always male",,not specified male,Does not specify,Does not specify,WT (wild type),yes,Yes,"Sex, Strain","No, I feel confident, and I double-checked all my answers before submitting.",
5/2/2022 13:54:12,Single prolonged stress impairs social and object novelty recognition in rats,"Eagle, Andrew",2013-11,Meghan Cum,,yes,Rats,no,Sprague-Dawley,Sprague Dawley,WT (wild type),infant (0-21 days),Male,group-housed,5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Does not specify ,Does not specify,Does not specify,,does not specify,Does not specify,Does not specify,WT (wild type),yes,Yes,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
5/2/2022 15:06:26,Blockage of VIP During Mouse Embryogenesis Modifies Adult Behavior and Results in Permanent Changes in Brain Chemistry,"Hill, Joanna",2007-03,Erika Wangia,,yes,Mice,no,Swiss,Swiss,WT (wild type),"young adult (8-12 weeks), adult (12-24 weeks)",Male,Does not specify,20 minutes,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,Does not specify,"opposite sex as subject, always female",Yes,ovariectomized female,Does not specify,Does not specify,WT (wild type),yes,Yes,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
5/2/2022 21:48:31,CD38 is critical for social behaviour by regulating oxytocin secretion,"Jin, Duo",2007-02,Erika Wangia,,yes,Mice,no,B6;129P2,"C57BL/6, 129",both,young adult (8-12 weeks),Male,"group-housed, singly-housed",5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,Does not specify,"opposite sex as subject, always female",No,not specified intact female,Does not specify,Does not specify,WT (wild type),yes,Yes,None,"Yes, this one was tricky.",I am unsure about the strain. 
5/3/2022 14:23:40,Competition between two memory traces for long-term recognition memory,"Engelmann, Mario",2009-01,Erika Wangia,,yes,Mice,no,C57BL/6JOlaHsd,C57BL/6,WT (wild type),"young adult (8-12 weeks), adult (12-24 weeks)",Male,group-housed,5 min exposure or less,animals always present,Does not specify,"1-6 hr, over 6 hr - 24 hr",C57BL/6JOlaHsd,juvenile (3-7 weeks or week not specified),Uses both,No,"juvenile male, juvenile female",Does not specify,Does not specify,WT (wild type),yes,Yes,"Strain, Type (WT vs transgenic)","Yes, this one was tricky.",They keep the juvenile individually during the ITI should that count for the housing too?
5/3/2022 15:46:13,Overexpression of type I adenylyl cyclase in the forebrain impairs spatial memory in aged but not young mice,"Garelick, Michael",2009-09,Erika Wangia,,yes,Mice,no,C57BL/6,C57BL/6,both,"adult (12-24 weeks), old (+40 weeks)",Male,group-housed,5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,Does not specify,"opposite sex as subject, always female",Yes,ovariectomized female,Does not specify,Does not specify,WT (wild type),yes,Yes,None,"No, I feel confident, and I double-checked all my answers before submitting.",
5/3/2022 16:38:16,Chronic aortic denervation decreases anxiety and impairs social memory in rats,"Kouvelas, Dimitrios",2009-10,Erika Wangia,,yes,Rats,no,Wistar,Wistar,WT (wild type),young adult (8-12 weeks),Male,singly-housed,5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,Does not specify,Does not specify,WT (wild type),no,No,"Sex, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
5/3/2022 16:56:02,"Effects of P2, a peptide derived from a homophilic binding site in the neural cell adhesion molecule on learning and memory in rats","Rizhova, Larissa",2007-11,Erika Wangia,,yes,Rats,no,Wistar,Wistar,WT (wild type),adult (week not specified),Male,group-housed,5 min exposure or less,animals always present,Does not specify,"over 5 min - less than an hour, 1-6 hr, over 6 hr - 24 hr",Does not specify,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,group-housed,Does not specify,WT (wild type),yes,Yes,"Sex, Housing History, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
5/4/2022 10:46:09,"Amyloid-Beta Induced CA1 Pyramidal Cell Loss in Young Adult Rats Is Alleviated by Systemic Treatment with FGL, a Neural Cell Adhesion Molecule-Derived Mimetic Peptide","Corbett, Nicola ",2013-08,Meghan Cum,,yes,Rats,no,Wistar,Wistar,WT (wild type),adult (week not specified),Male,group-housed,5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Wistar,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,Does not specify,Does not specify,WT (wild type),no,No,"Age, Strain, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
5/4/2022 10:50:36,"Atorvastatin improves cognitive, emotional and motor impairments induced by intranasal 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) administration in rats, an experimental model of Parkinson's disease","Castro, Adalberto",2013-06,Meghan Cum,,yes,Rats,no,Wistar,Wistar,WT (wild type),adult (12-24 weeks),Male,group-housed,5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Wistar,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,group-housed,Does not specify,WT (wild type),no,No,"Sex, Strain, Housing History, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
5/4/2022 11:00:52,Vasopressin infusion into the lateral septum of adult male rats rescues progesterone-induced impairment in social recognition,"Bychowski, M.E. ",2013-08,Meghan Cum,,yes,Rats,no,Sprague-Dawley,Sprague Dawley,WT (wild type),adult (12-24 weeks),Male,singly-housed for more than a few hours and less than a week,5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,group-housed,Does not specify,WT (wild type),yes,Yes,"Sex, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
5/4/2022 11:09:40,Dual effect of morphine in long-term social memory in rat,"Bianchi, Enrica",2013-04,Meghan Cum,,yes,Rats,no,Does not specify ,Does not specify,WT (wild type),adult (12-24 weeks),Male,group-housed,5 min exposure or less,animals always present,Does not specify,"over 6 hr - 24 hr, over 24 hrs",Does not specify,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,group-housed,Does not specify,WT (wild type),no,Yes,"Sex, Housing History, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
